rank,graph_id,vertices,faces,triangles,min_x,min_y,min_z,max_x,max_y,max_z,material_face_counts
0,0,8,2,4,-1.0,0.0,0.0,1.0,1.6292067073209182e-07,1.0,"{""0"": 2}"
