rank,graph_id,vertices,faces,triangles,min_x,min_y,min_z,max_x,max_y,max_z,material_face_counts
0,0,5,3,3,-1.399999976158142,0.0,2.0,0.4000000059604645,0.0,3.0,"{""0"": 3}"
1,1,3,1,1,1.0,0.0,2.0,2.0,0.0,3.0,"{""0"": 1}"
