rank,island_id,faces,summed_uv_area,min_u,min_v,max_u,max_v
0,0,3,0.08874999174848175,0.0,0.050000011920928955,0.4000000059604645,0.3999999761581421
1,1,1,0.07999999046325712,0.6000000238418579,0.6000000238418579,1.0,1.0
