rank,graph_id,vertices,faces,triangles,min_x,min_y,min_z,max_x,max_y,max_z,material_face_counts
0,0,4,2,2,-1.0,0.0,0.0,0.0,0.0,1.0,"{""0"": 2}"
1,1,4,2,2,0.0,0.0,0.0,1.0,0.0,1.0,"{""0"": 2}"
