rank,graph_id,vertices,faces,triangles,min_x,min_y,min_z,max_x,max_y,max_z,material_face_counts
194,1043,1431,2682,2682,0.27484130859375,0.047279391437768936,0.3635711669921875,0.31268310546875,0.10454562306404114,0.4510650634765625,"{""0"": 2682}"
195,662,1423,2658,2658,0.02397921122610569,-0.1952819675207138,0.842803955078125,0.06109239533543587,-0.1369018256664276,0.900909423828125,"{""0"": 2658}"
196,825,1404,2637,2637,0.15632633864879608,-0.2548522651195526,0.5307197570800781,0.20036320388317108,-0.2136382758617401,0.64776611328125,"{""0"": 2637}"
197,731,1388,2631,2631,0.09526829421520233,-0.308258056640625,0.6798248291015625,0.16935734450817108,-0.2825622260570526,0.762176513671875,"{""0"": 2631}"
198,148,1404,2630,2630,-0.262664794921875,-0.05705263838171959,0.5286674499511719,-0.2329101413488388,0.020364727824926376,0.5753860473632812,"{""0"": 2630}"
199,826,1381,2585,2585,0.15618900954723358,-0.2114715576171875,0.2815399169921875,0.21015934646129608,-0.1735229194164276,0.41451263427734375,"{""0"": 2585}"
200,242,1400,2574,2574,-0.2278442233800888,0.05087658390402794,0.260162353515625,-0.1790923923254013,0.10561367869377136,0.328125,"{""0"": 2574}"
201,177,1349,2547,2547,-0.24993892014026642,-0.1866913139820099,0.45623016357421875,-0.2335357367992401,-0.1297302544116974,0.55377197265625,"{""0"": 2547}"
202,26,1339,2523,2523,-0.337493896484375,0.15968318283557892,0.4087218940258026,-0.303375244140625,0.21865840256214142,0.5699005126953125,"{""0"": 2523}"
203,313,1350,2519,2519,-0.1994781345129013,0.014846771024167538,0.24688720703125,-0.1567382514476776,0.06304928660392761,0.326690673828125,"{""0"": 2519}"
204,887,1342,2518,2518,0.1855163872241974,-0.10208126902580261,0.40423583984375,0.2409668266773224,-0.04116818681359291,0.4624042510986328,"{""0"": 2518}"
205,699,1337,2512,2512,0.05980679392814636,0.303009033203125,0.4983968734741211,0.09986874461174011,0.352203369140625,0.633514404296875,"{""0"": 2512}"
206,248,1332,2498,2498,-0.2252044975757599,0.2319030612707138,0.62225341796875,-0.1881561577320099,0.3040160834789276,0.73931884765625,"{""0"": 2498}"
207,209,1321,2488,2488,-0.2411956638097763,0.017320601269602776,0.38837432861328125,-0.2024230808019638,0.07973477244377136,0.43939208984375,"{""0"": 2488}"
208,34,1314,2465,2465,-0.327880859375,-0.04222872480750084,0.574127197265625,-0.266204833984375,0.03506084531545639,0.63604736328125,"{""0"": 2465}"
209,973,1293,2464,2464,0.2250976711511612,-0.06494900584220886,0.47511768341064453,0.276580810546875,-0.007732831872999668,0.5397491455078125,"{""0"": 2464}"
210,12,1310,2460,2460,-0.3482666015625,0.061134304851293564,0.5706253051757812,-0.30963134765625,0.09258266538381577,0.6903839111328125,"{""0"": 2460}"
211,108,1312,2445,2445,-0.289794921875,-0.008262651972472668,0.714508056640625,-0.2315673828125,0.05426785722374916,0.804718017578125,"{""0"": 2445}"
212,324,1324,2441,2441,-0.1941680610179901,-0.2600097954273224,0.6174774169921875,-0.15899653732776642,-0.2115478813648224,0.680328369140625,"{""0"": 2441}"
213,121,1274,2385,2385,-0.282012939453125,-0.045162227004766464,0.5469207763671875,-0.2389526218175888,0.03557201847434044,0.6111221313476562,"{""0"": 2385}"
214,600,1267,2382,2382,-0.018159907311201096,0.369171142578125,0.565643310546875,0.056350670754909515,0.385284423828125,0.6564483642578125,"{""0"": 2382}"
215,889,1256,2363,2363,0.1859740912914276,0.2364044487476349,0.4547271728515625,0.2240905612707138,0.3120727837085724,0.5534515380859375,"{""0"": 2363}"
216,882,1263,2362,2362,0.1836089789867401,0.23284916579723358,0.5950164794921875,0.2173919379711151,0.3056946098804474,0.678131103515625,"{""0"": 2362}"
217,99,1241,2360,2360,-0.292724609375,-0.1544952690601349,0.5707626342773438,-0.2381438910961151,-0.07923129945993423,0.635650634765625,"{""0"": 2360}"
218,807,1260,2359,2359,0.1489105224609375,0.1407776027917862,0.2803802490234375,0.207000732421875,0.1846771538257599,0.368865966796875,"{""0"": 2359}"
219,816,1242,2352,2352,0.15277099609375,0.1339263916015625,0.2436370700597763,0.1930694580078125,0.1742706298828125,0.3397674560546875,"{""0"": 2352}"
220,62,1259,2350,2350,-0.311126708984375,0.19769282639026642,0.445888489484787,-0.30328369140625,0.24702449142932892,0.5854568481445312,"{""0"": 2350}"
221,223,1268,2349,2349,-0.2349548041820526,-0.06769564747810364,0.3192596435546875,-0.2189178168773651,-0.002057589590549469,0.4777545928955078,"{""0"": 2349}"
222,899,1247,2326,2326,0.19306950271129608,-0.1895141303539276,0.42130279541015625,0.2194366753101349,-0.1398162543773651,0.5535964965820312,"{""0"": 2326}"
223,744,1216,2316,2316,0.10526275634765625,0.1752777099609375,0.25091552734375,0.1320648193359375,0.2103424072265625,0.3368988037109375,"{""0"": 2316}"
224,630,1222,2290,2290,0.0008948257891461253,-0.30670166015625,0.7584228515625,0.05558398738503456,-0.2428436130285263,0.806304931640625,"{""0"": 2290}"
225,229,1225,2284,2284,-0.2307433784008026,-0.1272430717945099,0.3016815185546875,-0.18281550705432892,-0.08358005434274673,0.452911376953125,"{""0"": 2284}"
226,1101,1205,2282,2282,0.320220947265625,0.014170688576996326,0.41335296630859375,0.370849609375,0.08483128994703293,0.5013675689697266,"{""0"": 2282}"
227,361,1243,2281,2281,-0.1828460544347763,0.055892910808324814,0.17926025390625,-0.1400756686925888,0.09378811717033386,0.289764404296875,"{""0"": 2281}"
228,1034,1215,2274,2274,0.273468017578125,0.18493656814098358,0.40874481201171875,0.2911376953125,0.2193146049976349,0.5699539184570312,"{""0"": 2274}"
229,1001,1243,2272,2272,0.2494964450597763,0.17750553786754608,0.5770416259765625,0.293060302734375,0.2299804985523224,0.662139892578125,"{""0"": 2272}"
230,155,1216,2270,2270,-0.258636474609375,0.09748073667287827,0.2780303955078125,-0.2308807373046875,0.14715571701526642,0.3608856201171875,"{""0"": 2270}"
231,545,1232,2263,2263,-0.05260080844163895,-0.3336181640625,0.5914688110351562,-0.014368961565196514,-0.298065185546875,0.7061767578125,"{""0"": 2263}"
232,165,1204,2256,2256,-0.255615234375,0.2498931586742401,0.3785400092601776,-0.2179870754480362,0.3199767768383026,0.45763394236564636,"{""0"": 2256}"
233,681,1224,2256,2256,0.04092403128743172,0.32696533203125,0.63519287109375,0.10546108335256577,0.34429931640625,0.753662109375,"{""0"": 2256}"
234,1055,1208,2255,2255,0.28143310546875,0.02166370488703251,0.381072998046875,0.32122802734375,0.054016150534152985,0.5001449584960938,"{""0"": 2255}"
235,820,1208,2239,2239,0.1530456840991974,-0.2623290717601776,0.6753082275390625,0.21656803786754608,-0.23635859787464142,0.777618408203125,"{""0"": 2239}"
236,992,1227,2238,2238,0.2395935207605362,-0.029462778940796852,0.422271728515625,0.29669189453125,0.022705115377902985,0.49912166595458984,"{""0"": 2238}"
237,1024,1212,2238,2238,0.265899658203125,0.14534001052379608,0.48021793365478516,0.31378173828125,0.2023315727710724,0.566741943359375,"{""0"": 2238}"
238,1099,1173,2217,2217,0.31884765625,-0.017431208863854408,0.625,0.369171142578125,0.0433235727250576,0.67901611328125,"{""0"": 2217}"
239,160,1181,2213,2213,-0.256988525390625,0.12103267759084702,0.29632568359375,-0.2122802734375,0.1731261909008026,0.37487030029296875,"{""0"": 2213}"
240,71,1171,2210,2210,-0.3072509765625,0.16705317795276642,0.3635253608226776,-0.272705078125,0.20417781174182892,0.46763989329338074,"{""0"": 2210}"
241,97,1175,2210,2210,-0.2943115234375,0.2488403022289276,0.47415921092033386,-0.2474670708179474,0.3198241889476776,0.57598876953125,"{""0"": 2210}"
242,845,1178,2206,2206,0.16445927321910858,-0.2749328315258026,0.5855331420898438,0.22926335036754608,-0.2236785590648651,0.661285400390625,"{""0"": 2206}"
243,496,1134,2137,2137,-0.08851618319749832,-0.3385009765625,0.4987516403198242,-0.0436210110783577,-0.2994384765625,0.6090164184570312,"{""0"": 2137}"
244,484,1159,2134,2134,-0.09381105750799179,0.0881652981042862,0.873626708984375,-0.032409682869911194,0.179840087890625,0.926361083984375,"{""0"": 2134}"
245,979,1142,2132,2132,0.2277068942785263,0.1715240776538849,0.3865203857421875,0.2822265625,0.2173767387866974,0.502467155456543,"{""0"": 2132}"
246,610,1135,2127,2127,-0.014839120209217072,-0.34625244140625,0.5980072021484375,0.015672728419303894,-0.3094482421875,0.753448486328125,"{""0"": 2127}"
247,217,1128,2123,2123,-0.2372284084558487,0.2420043647289276,0.3423614203929901,-0.2150421291589737,0.2691650092601776,0.46353718638420105,"{""0"": 2123}"
248,937,1136,2118,2118,0.2099151909351349,-0.1969451606273651,0.5011119842529297,0.22738651931285858,-0.1444701850414276,0.6423797607421875,"{""0"": 2118}"
249,207,1130,2105,2105,-0.2395782172679901,-0.1748504936695099,0.4367790222167969,-0.2043914496898651,-0.1378937065601349,0.5315666198730469,"{""0"": 2105}"
250,23,1109,2104,2104,-0.338958740234375,-0.15931706130504608,0.6119918823242188,-0.28521728515625,-0.09754184633493423,0.6603546142578125,"{""0"": 2104}"
251,320,1138,2080,2080,-0.1974487006664276,-0.2281646877527237,0.48954319953918457,-0.16215510666370392,-0.1652984917163849,0.578704833984375,"{""0"": 2080}"
252,822,1119,2076,2076,0.1561584621667862,0.1074829250574112,0.2612762451171875,0.203704833984375,0.1520386040210724,0.352569580078125,"{""0"": 2076}"
253,931,1087,2066,2066,0.2088470458984375,0.09767916053533554,0.2497253566980362,0.2334900051355362,0.1290893852710724,0.3423309326171875,"{""0"": 2066}"
254,43,1113,2061,2061,-0.320343017578125,0.08382412046194077,0.4713229835033417,-0.2891845703125,0.12054439634084702,0.5015048980712891,"{""0"": 2061}"
255,142,1080,2048,2048,-0.268585205078125,0.021116221323609352,0.37676239013671875,-0.2420043796300888,0.06586451828479767,0.4282341003417969,"{""0"": 2048}"
256,517,1097,2040,2040,-0.07234951853752136,-0.2671813666820526,0.8436279296875,0.019535094499588013,-0.2222595065832138,0.8709716796875,"{""0"": 2040}"
257,294,1090,2039,2039,-0.2079620063304901,-0.2221832275390625,0.753448486328125,-0.1395873725414276,-0.1993560940027237,0.837554931640625,"{""0"": 2039}"
258,785,1073,2021,2021,0.13926701247692108,-0.3113708198070526,0.5483131408691406,0.15611271560192108,-0.2901916205883026,0.6533203125,"{""0"": 2021}"
259,805,1079,2020,2020,0.14778141677379608,-0.2757568061351776,0.550201416015625,0.17045597732067108,-0.2555236518383026,0.6593780517578125,"{""0"": 2020}"
260,842,1065,2018,2018,0.16255192458629608,-0.1320037841796875,0.2708740234375,0.2125244438648224,-0.12133023887872696,0.368408203125,"{""0"": 2018}"
261,1004,1080,2016,2016,0.25048828125,-0.0295924823731184,0.422271728515625,0.2774658203125,0.014123949222266674,0.4574089050292969,"{""0"": 2016}"
262,269,1088,2001,2001,-0.2173309177160263,0.08509059995412827,0.2752685546875,-0.1844634860754013,0.1470336616039276,0.3271484375,"{""0"": 2001}"
263,1062,1088,1990,1990,0.286834716796875,-0.006244140211492777,0.4925699234008789,0.33184814453125,0.03734592720866203,0.5546035766601562,"{""0"": 1990}"
264,122,1059,1981,1981,-0.282562255859375,0.11369320005178452,0.3321533203125,-0.252960205078125,0.1678313910961151,0.4107207953929901,"{""0"": 1981}"
265,167,1058,1974,1974,-0.2552490234375,0.2382964789867401,0.3163451850414276,-0.2104797512292862,0.2680053412914276,0.45185086131095886,"{""0"": 1974}"
266,377,1062,1973,1973,-0.1727599948644638,0.09068295359611511,0.211761474609375,-0.1331634372472763,0.11938473582267761,0.28692626953125,"{""0"": 1973}"
267,187,1049,1971,1971,-0.2470550388097763,-0.006707699503749609,0.429443359375,-0.1894683688879013,0.04549786448478699,0.462738037109375,"{""0"": 1971}"
268,592,1050,1953,1953,-0.025606192648410797,0.3089599609375,0.637359619140625,0.009364091791212559,0.343475341796875,0.74359130859375,"{""0"": 1953}"
269,91,1046,1947,1947,-0.298095703125,-0.04060366749763489,0.5691375732421875,-0.2667236328125,0.031227078288793564,0.6396484375,"{""0"": 1947}"
270,80,1035,1941,1941,-0.30438232421875,0.03766629472374916,0.5171070098876953,-0.2353362888097763,0.08424373716115952,0.5443267822265625,"{""0"": 1941}"
271,478,1028,1939,1939,-0.09708401560783386,-0.2289886474609375,0.87103271484375,0.008774783462285995,-0.2144470065832138,0.901275634765625,"{""0"": 1939}"
272,241,1026,1934,1934,-0.2278442233800888,-0.0006236176704987884,0.2617340087890625,-0.1807708442211151,0.07391353696584702,0.3090972900390625,"{""0"": 1934}"
273,1092,1029,1932,1932,0.3125,-0.06472010910511017,0.5683746337890625,0.3599853515625,0.0027716667391359806,0.6349334716796875,"{""0"": 1932}"
274,720,1032,1929,1929,0.08439639955759048,-0.2689819037914276,0.765960693359375,0.1674194633960724,-0.2530517578125,0.824615478515625,"{""0"": 1929}"
275,980,1025,1899,1899,0.2285156548023224,-0.18658442795276642,0.6141128540039062,0.27667236328125,-0.1284179389476776,0.6932373046875,"{""0"": 1899}"
276,330,1018,1881,1881,-0.1941222995519638,0.039089176803827286,0.2650604248046875,-0.1315765231847763,0.07648465782403946,0.3805084228515625,"{""0"": 1881}"
277,708,1042,1881,1881,0.07212071865797043,-0.315185546875,0.5279464721679688,0.14527897536754608,-0.2477264255285263,0.5677642822265625,"{""0"": 1881}"
278,612,1006,1879,1879,-0.012752479873597622,-0.34429931640625,0.5072994232177734,0.02978712134063244,-0.32366943359375,0.599853515625,"{""0"": 1879}"
279,852,1012,1873,1873,0.1691894680261612,-0.04645536094903946,0.35455322265625,0.2026062160730362,0.010567681863904,0.41455841064453125,"{""0"": 1873}"
280,163,1010,1872,1872,-0.256439208984375,-0.09426118433475494,0.74322509765625,-0.1921386569738388,-0.04090120643377304,0.81793212890625,"{""0"": 1872}"
281,603,1021,1869,1869,-0.016698839142918587,0.1679229587316513,0.2694854736328125,0.04592132195830345,0.2047271579504013,0.3204345703125,"{""0"": 1869}"
282,407,982,1844,1844,-0.15629573166370392,-0.304290771484375,0.47335243225097656,-0.07386011630296707,-0.2509460747241974,0.5106563568115234,"{""0"": 1844}"
283,763,997,1843,1843,0.12014007568359375,0.1512298583984375,0.283721923828125,0.200469970703125,0.2077637016773224,0.402313232421875,"{""0"": 1843}"
284,1020,1004,1841,1841,0.263946533203125,-0.03350825980305672,0.4853038787841797,0.2991943359375,0.013442078605294228,0.558380126953125,"{""0"": 1841}"
285,981,981,1840,1840,0.2285308986902237,0.056713126599788666,0.2410736232995987,0.281890869140625,0.09685519337654114,0.323211669921875,"{""0"": 1840}"
286,991,983,1821,1821,0.2374420166015625,-0.04922480881214142,0.77874755859375,0.28466796875,0.0008221766329370439,0.82452392578125,"{""0"": 1821}"
287,794,965,1818,1818,0.1426543891429901,0.2616272270679474,0.5186271667480469,0.1771087348461151,0.2898254692554474,0.612396240234375,"{""0"": 1818}"
288,803,966,1818,1818,0.1476288139820099,-0.06705473363399506,0.2551727294921875,0.2048797905445099,-0.009770376607775688,0.287200927734375,"{""0"": 1818}"
289,69,987,1807,1807,-0.307281494140625,0.1421050727367401,0.37763211131095886,-0.276214599609375,0.18453975021839142,0.4685783088207245,"{""0"": 1807}"
290,314,977,1807,1807,-0.2009124755859375,0.16656489670276642,0.238525390625,-0.1622467041015625,0.20111079514026642,0.3388976752758026,"{""0"": 1807}"
291,444,955,1775,1775,-0.1344299614429474,0.2720946967601776,0.619964599609375,-0.08458712697029114,0.320068359375,0.7080078125,"{""0"": 1775}"
292,1109,940,1756,1756,0.341766357421875,0.05220799893140793,0.636322021484375,0.35748291015625,0.09532933682203293,0.7061920166015625,"{""0"": 1756}"
293,929,925,1734,1734,0.207000732421875,0.1613922417163849,0.301055908203125,0.244903564453125,0.1852875053882599,0.3973846435546875,"{""0"": 1734}"
294,87,944,1731,1731,-0.3011474609375,0.07025142759084702,0.35284423828125,-0.251953125,0.11837001889944077,0.42981716990470886,"{""0"": 1731}"
295,689,923,1730,1730,0.05152129754424095,0.1966400146484375,0.2687225341796875,0.10001372545957565,0.2293090969324112,0.35736083984375,"{""0"": 1730}"
296,745,956,1729,1729,0.10497285425662994,0.07181549072265625,0.186767578125,0.1505737453699112,0.1149139404296875,0.2492218017578125,"{""0"": 1729}"
297,971,931,1728,1728,0.2234802395105362,0.009285951033234596,0.306182861328125,0.276519775390625,0.05869678035378456,0.39642333984375,"{""0"": 1728}"
298,443,921,1720,1720,-0.13569636642932892,-0.30462646484375,0.5294532775878906,-0.11130518466234207,-0.2789612114429474,0.635711669921875,"{""0"": 1720}"
299,367,935,1714,1714,-0.17866511642932892,-0.2896728813648224,0.66583251953125,-0.14430232346057892,-0.2442779690027237,0.7400054931640625,"{""0"": 1714}"
300,1010,915,1709,1709,0.255126953125,-0.022548647597432137,0.3399200439453125,0.286529541015625,0.04529956355690956,0.3990020751953125,"{""0"": 1709}"
301,315,919,1707,1707,-0.1990203559398651,-0.11949160695075989,0.2493896484375,-0.15138240158557892,-0.08856204152107239,0.3191070556640625,"{""0"": 1707}"
302,262,930,1706,1706,-0.2194366455078125,0.12366481870412827,0.2614593505859375,-0.19189453125,0.1633758246898651,0.3292083740234375,"{""0"": 1706}"
303,425,917,1701,1701,-0.14244073629379272,-0.336212158203125,0.5715713500976562,-0.09001154452562332,-0.3195190727710724,0.6270904541015625,"{""0"": 1701}"
304,64,909,1699,1699,-0.309906005859375,0.14567561447620392,0.2854613959789276,-0.291046142578125,0.17486566305160522,0.3581085205078125,"{""0"": 1699}"
305,210,918,1698,1698,-0.2401122897863388,0.07520290464162827,0.2597808837890625,-0.2082214206457138,0.12297054380178452,0.3449249267578125,"{""0"": 1698}"
306,327,904,1697,1697,-0.1942596435546875,0.1858977973461151,0.3216094672679901,-0.164031982421875,0.2258147895336151,0.37225341796875,"{""0"": 1697}"
307,769,910,1683,1683,0.12886051833629608,-0.2899474799633026,0.65704345703125,0.16996769607067108,-0.2689513862133026,0.74713134765625,"{""0"": 1683}"
308,472,902,1666,1666,-0.10341645032167435,0.2094421088695526,0.2873382568359375,-0.06743622571229935,0.2271118015050888,0.3532257080078125,"{""0"": 1666}"
309,774,907,1665,1665,0.13258366286754608,-0.1905975341796875,0.2678070068359375,0.18750004470348358,-0.1563262641429901,0.34710693359375,"{""0"": 1665}"
310,438,902,1652,1652,-0.1391601413488388,0.09323117882013321,0.19085693359375,-0.09110259264707565,0.1454772651195526,0.2539825439453125,"{""0"": 1652}"
311,923,871,1647,1647,0.2035827487707138,0.2179565727710724,0.30731201171875,0.2438201755285263,0.2397003471851349,0.39764404296875,"{""0"": 1647}"
312,688,896,1639,1639,0.05036164075136185,0.1203155443072319,0.1868896484375,0.09862519055604935,0.15557861328125,0.24176025390625,"{""0"": 1639}"
313,86,892,1632,1632,-0.302093505859375,0.20954890549182892,0.5438156127929688,-0.270294189453125,0.2610473334789276,0.6003494262695312,"{""0"": 1632}"
314,876,886,1623,1623,0.17927555739879608,-0.2397460639476776,0.4751634895801544,0.22282414138317108,-0.1979980170726776,0.586700439453125,"{""0"": 1623}"
315,293,884,1621,1621,-0.2083587348461151,-0.2001343071460724,0.45475006103515625,-0.17997737228870392,-0.1696014702320099,0.5191383361816406,"{""0"": 1621}"
316,778,880,1621,1621,0.1335907131433487,0.04304886609315872,0.18023681640625,0.1619415432214737,0.07465363293886185,0.269073486328125,"{""0"": 1621}"
317,417,871,1616,1616,-0.1509551703929901,-0.2291717529296875,0.82958984375,-0.08193203806877136,-0.2176666259765625,0.878875732421875,"{""0"": 1616}"
318,893,896,1611,1611,0.1879425346851349,-0.053913094103336334,0.39067840576171875,0.2450256496667862,-0.0006999097531661391,0.4403076171875,"{""0"": 1611}"
319,120,858,1599,1599,-0.283233642578125,0.2072143256664276,0.3943786323070526,-0.277069091796875,0.2264098823070526,0.4923231303691864,"{""0"": 1599}"
320,451,855,1589,1589,-0.12561030685901642,-0.30419921875,0.63702392578125,-0.08251185715198517,-0.276947021484375,0.7095184326171875,"{""0"": 1589}"
321,911,867,1586,1586,0.2003479152917862,0.04000856727361679,0.2764739990234375,0.2351837307214737,0.08868410438299179,0.347076416015625,"{""0"": 1586}"
322,442,854,1584,1584,-0.1372833251953125,0.1975402534008026,0.2498473972082138,-0.1050415113568306,0.2494353950023651,0.3231353759765625,"{""0"": 1584}"
323,461,857,1581,1581,-0.1145324856042862,0.2249297946691513,0.32952880859375,-0.06334687769412994,0.2581787109375,0.3894195556640625,"{""0"": 1581}"
324,656,837,1572,1572,0.020719585940241814,-0.337982177734375,0.4633961021900177,0.06797796487808228,-0.310791015625,0.5211524963378906,"{""0"": 1572}"
325,243,851,1568,1568,-0.2260131984949112,0.2510070502758026,0.2981261909008026,-0.1935272365808487,0.2694091498851776,0.3517150580883026,"{""0"": 1568}"
326,814,852,1568,1568,0.1521301418542862,0.01671411097049713,0.189605712890625,0.1889648735523224,0.04712296649813652,0.2822265625,"{""0"": 1568}"
327,691,849,1561,1561,0.05108261853456497,0.10713959485292435,0.230865478515625,0.11969757825136185,0.1551361083984375,0.2764892578125,"{""0"": 1561}"
328,260,828,1546,1546,-0.2205962836742401,-0.09621433168649673,0.38494110107421875,-0.1995086371898651,-0.05173876881599426,0.4711170196533203,"{""0"": 1546}"
329,201,827,1543,1543,-0.2429504245519638,0.07404323667287827,0.207794189453125,-0.2016754001379013,0.10817714780569077,0.2877960205078125,"{""0"": 1543}"
330,641,816,1534,1534,0.007384769152849913,0.2276916354894638,0.278839111328125,0.035354603081941605,0.25164794921875,0.3525238037109375,"{""0"": 1534}"
331,35,817,1527,1527,-0.326385498046875,0.0029318041633814573,0.695343017578125,-0.28277587890625,0.05945202335715294,0.739654541015625,"{""0"": 1527}"
332,977,825,1522,1522,0.2260284721851349,-0.07035062462091446,0.38707733154296875,0.25372314453125,-0.021228760480880737,0.4369964599609375,"{""0"": 1522}"
333,828,816,1513,1513,0.15751652419567108,-0.2503051459789276,0.38414764404296875,0.18348698318004608,-0.2210082709789276,0.4872002899646759,"{""0"": 1513}"
334,1003,813,1513,1513,0.251129150390625,0.2456817924976349,0.47141456604003906,0.285186767578125,0.3148804008960724,0.5336952209472656,"{""0"": 1513}"
335,989,818,1512,1512,0.2364502251148224,-0.05246732011437416,0.37705230712890625,0.26397705078125,-0.012102095410227776,0.41983795166015625,"{""0"": 1512}"
336,128,849,1510,1510,-0.279022216796875,0.07612606883049011,0.4171905517578125,-0.23052978515625,0.10382839292287827,0.4605388641357422,"{""0"": 1510}"
337,88,811,1509,1509,-0.299835205078125,0.12838740646839142,0.316925048828125,-0.281951904296875,0.16860957443714142,0.40836331248283386,"{""0"": 1509}"
338,1063,819,1493,1493,0.287109375,0.11441043764352798,0.3639068603515625,0.31695556640625,0.14910893142223358,0.4492645263671875,"{""0"": 1493}"
339,352,800,1491,1491,-0.18678279221057892,-0.2433624416589737,0.39272308349609375,-0.13679499924182892,-0.1886596977710724,0.501255989074707,"{""0"": 1491}"
340,381,823,1490,1490,-0.1699524223804474,0.2628173530101776,0.61968994140625,-0.11961367726325989,0.3187255561351776,0.7183837890625,"{""0"": 1490}"
341,869,809,1488,1488,0.1744842678308487,-0.004365906585007906,0.2785491943359375,0.2172699123620987,0.014306087978184223,0.3441009521484375,"{""0"": 1488}"
342,615,793,1483,1483,-0.01220130268484354,0.1419372409582138,0.181182861328125,0.022445686161518097,0.1741027683019638,0.235443115234375,"{""0"": 1483}"
343,903,806,1480,1480,0.196014404296875,0.1640777885913849,0.301055908203125,0.2376251220703125,0.2033996880054474,0.3960723876953125,"{""0"": 1480}"
344,555,800,1473,1473,-0.04761122539639473,0.1319122165441513,0.17559814453125,-0.0008610411314293742,0.1581878513097763,0.2688140869140625,"{""0"": 1473}"
345,679,799,1466,1466,0.039817776530981064,0.3216552734375,0.535003662109375,0.07270809262990952,0.348297119140625,0.6356048583984375,"{""0"": 1466}"
346,44,797,1461,1461,-0.31982421875,0.08149715512990952,0.5056562423706055,-0.287689208984375,0.10611721128225327,0.5411033630371094,"{""0"": 1461}"
347,700,788,1459,1459,0.06006237864494324,0.32904052734375,0.4781160354614258,0.10550686717033386,0.354522705078125,0.6014938354492188,"{""0"": 1459}"
348,310,812,1457,1457,-0.2009429633617401,-0.2096252739429474,0.4075469970703125,-0.16905207931995392,-0.1491089165210724,0.4968099594116211,"{""0"": 1457}"
349,499,795,1452,1452,-0.08586116880178452,-0.302032470703125,0.800506591796875,-0.022781334817409515,-0.2693786323070526,0.842193603515625,"{""0"": 1452}"
350,556,784,1451,1451,-0.04719925299286842,0.1701507419347763,0.2566375732421875,-0.0322112999856472,0.2032928317785263,0.3118743896484375,"{""0"": 1451}"
351,502,786,1450,1450,-0.08332818746566772,-0.33843994140625,0.453948974609375,-0.03990930691361427,-0.3131103515625,0.5245399475097656,"{""0"": 1450}"
352,1100,786,1448,1448,0.3197021484375,0.10358433425426483,0.4504432678222656,0.333099365234375,0.12681584060192108,0.5396766662597656,"{""0"": 1448}"
353,386,794,1443,1443,-0.16709895431995392,-0.2676697075366974,0.51751708984375,-0.08352656662464142,-0.2126617580652237,0.5473823547363281,"{""0"": 1443}"
354,1074,784,1426,1426,0.298187255859375,0.023767510429024696,0.40937042236328125,0.321319580078125,0.07603458315134048,0.5122184753417969,"{""0"": 1426}"
355,1094,762,1426,1426,0.313385009765625,0.01941686123609543,0.69305419921875,0.350341796875,0.06636052578687668,0.753936767578125,"{""0"": 1426}"
356,74,790,1421,1421,-0.30694580078125,0.05080791935324669,0.4781493842601776,-0.24560546875,0.09397121518850327,0.533599853515625,"{""0"": 1421}"
357,318,766,1419,1419,-0.1976775974035263,-0.007823020219802856,0.289215087890625,-0.1573486030101776,0.044029202312231064,0.3323211669921875,"{""0"": 1419}"
358,342,777,1418,1418,-0.18930049240589142,-0.2711792290210724,0.6790924072265625,-0.15399165451526642,-0.2548218071460724,0.771759033203125,"{""0"": 1418}"
359,589,768,1416,1416,-0.02755924127995968,-0.3046875,0.790740966796875,0.013677631504833698,-0.253326416015625,0.8319091796875,"{""0"": 1416}"
360,912,766,1414,1414,0.20101933181285858,-0.1315154731273651,0.3498382568359375,0.2273102104663849,-0.11697384715080261,0.44237518310546875,"{""0"": 1414}"
361,37,770,1405,1405,-0.325714111328125,0.13529963791370392,0.3895415961742401,-0.309600830078125,0.16104121506214142,0.4821281135082245,"{""0"": 1405}"
362,162,770,1405,1405,-0.255279541015625,-0.1793213039636612,0.623291015625,-0.2253112494945526,-0.09236147254705429,0.70703125,"{""0"": 1405}"
363,203,773,1405,1405,-0.2412261664867401,-0.11007693409919739,0.45233154296875,-0.2272033393383026,-0.05533602833747864,0.570220947265625,"{""0"": 1405}"
364,376,759,1402,1402,-0.17163081467151642,-0.2456360012292862,0.47727012634277344,-0.14056392014026642,-0.2113037407398224,0.5268325805664062,"{""0"": 1402}"
365,619,754,1390,1390,-0.009805717505514622,0.294525146484375,0.7540283203125,0.03995891287922859,0.327667236328125,0.81640625,"{""0"": 1390}"
366,1051,756,1389,1389,0.2799072265625,0.08642581105232239,0.28961181640625,0.301422119140625,0.1289978325366974,0.3828125,"{""0"": 1389}"
367,1105,756,1388,1388,0.32708740234375,-0.030414534732699394,0.5212593078613281,0.34783935546875,-0.012289951555430889,0.5930023193359375,"{""0"": 1388}"
368,939,727,1360,1360,0.2109832763671875,0.11279299110174179,0.23675537109375,0.2420501708984375,0.1486358791589737,0.3425445556640625,"{""0"": 1360}"
369,105,744,1352,1352,-0.291046142578125,0.07537837326526642,0.3410797119140625,-0.258209228515625,0.12637324631214142,0.4045867621898651,"{""0"": 1352}"
370,515,749,1344,1344,-0.0736541673541069,0.1294250190258026,0.19439697265625,-0.03839873522520065,0.1656036227941513,0.2441864013671875,"{""0"": 1344}"
