rank,graph_id,vertices,faces,triangles,min_x,min_y,min_z,max_x,max_y,max_z,material_face_counts
17,664,6522,12592,12592,0.026729552075266838,0.2183075249195099,0.5982131958007812,0.1884002387523651,0.331634521484375,0.77191162109375,"{""0"": 12592}"
18,464,6137,11944,11944,-0.11334987729787827,-0.1032104641199112,0.001190185546875,0.03189472854137421,-0.00233438634313643,0.194000244140625,"{""0"": 11944}"
19,759,6101,11804,11804,0.11439517885446548,-0.1824493110179901,0.261199951171875,0.2278900444507599,0.02382279746234417,0.4470710754394531,"{""0"": 11804}"
20,28,6060,11704,11704,-0.33514404296875,0.03231809288263321,0.5887680053710938,-0.2149963527917862,0.14372248947620392,0.819793701171875,"{""0"": 11704}"
21,268,5871,11391,11391,-0.2170410007238388,-0.1681823581457138,0.796600341796875,0.017074603587388992,-0.06652070581912994,0.91729736328125,"{""0"": 11391}"
22,686,5853,11384,11384,0.04864123463630676,-0.2456359565258026,0.779205322265625,0.2348938137292862,-0.10707087814807892,0.881561279296875,"{""0"": 11384}"
23,757,5874,11369,11369,0.11027529835700989,-0.2615050971508026,0.6717681884765625,0.262176513671875,-0.11638636887073517,0.81756591796875,"{""0"": 11369}"
24,925,5719,11093,11093,0.2066650688648224,-0.19956965744495392,0.5468635559082031,0.282379150390625,-0.03443141654133797,0.6991729736328125,"{""0"": 11093}"
25,215,5620,10776,10776,-0.2372131198644638,-0.239959716796875,0.698394775390625,-0.1342620551586151,-0.07965853065252304,0.846771240234375,"{""0"": 10776}"
26,346,5496,10606,10606,-0.1880492866039276,-0.317169189453125,0.5346488952636719,-0.019130654633045197,-0.1928100883960724,0.6625823974609375,"{""0"": 10606}"
27,222,5351,10310,10310,-0.2362365424633026,-0.29486083984375,0.7045135498046875,-0.047378506511449814,-0.1863098293542862,0.8355712890625,"{""0"": 10310}"
28,422,5331,10269,10269,-0.14431758224964142,-0.35888671875,0.3636474609375,-0.026088660582900047,-0.2415313869714737,0.5485000610351562,"{""0"": 10269}"
29,335,4910,9499,9499,-0.1920013725757599,0.2771300971508026,0.44144436717033386,-0.07021334767341614,0.3359375,0.632354736328125,"{""0"": 9499}"
30,395,4836,9343,9343,-0.1613159030675888,0.06620022654533386,0.0621337890625,-0.03921889513731003,0.1878814399242401,0.257232666015625,"{""0"": 9343}"
31,643,4279,8265,8265,0.010136591270565987,0.217559814453125,0.3298187255859375,0.1558074802160263,0.2999267578125,0.500645637512207,"{""0"": 8265}"
32,1073,4267,8263,8263,0.296966552734375,0.11499027907848358,0.37792205810546875,0.33746337890625,0.2606506645679474,0.5533294677734375,"{""0"": 8263}"
33,683,4238,8148,8148,0.04663090035319328,-0.3150024116039276,0.645050048828125,0.15220646560192108,-0.2532348334789276,0.765899658203125,"{""0"": 8148}"
34,501,4144,8012,8012,-0.08462527394294739,0.318023681640625,0.452880859375,0.03770825266838074,0.362579345703125,0.6371002197265625,"{""0"": 8012}"
35,36,3980,7662,7662,-0.32647705078125,-0.0030598933808505535,0.5332565307617188,-0.277069091796875,0.11618800461292267,0.683380126953125,"{""0"": 7662}"
36,596,3907,7509,7509,-0.020374245941638947,-0.324188232421875,0.59722900390625,0.13177494704723358,-0.264251708984375,0.762176513671875,"{""0"": 7509}"
37,118,3814,7350,7350,-0.28424072265625,-0.026342421770095825,0.43822479248046875,-0.1916808933019638,0.08543392270803452,0.5189933776855469,"{""0"": 7350}"
38,283,3789,7302,7302,-0.2120819389820099,0.2344665378332138,0.6090087890625,-0.1419678032398224,0.3307799994945526,0.75079345703125,"{""0"": 7302}"
39,529,3806,7285,7285,-0.06473536789417267,-0.32513427734375,0.6988677978515625,0.00712970644235611,-0.27099609375,0.822601318359375,"{""0"": 7285}"
40,551,3748,7228,7228,-0.04968637228012085,-0.374786376953125,0.3544464111328125,0.060737669467926025,-0.2962646484375,0.4695320129394531,"{""0"": 7228}"
41,214,3732,7172,7172,-0.2374725639820099,0.1440276950597763,0.695587158203125,-0.1375885307788849,0.2713317573070526,0.81689453125,"{""0"": 7172}"
42,647,3726,7111,7111,0.013699543662369251,-0.1264343112707138,0.87945556640625,0.0723114013671875,0.06414034962654114,0.959747314453125,"{""0"": 7111}"
43,137,3589,6889,6889,-0.274169921875,0.03966899961233139,0.2848968505859375,-0.1924438327550888,0.11312861740589142,0.4597187042236328,"{""0"": 6889}"
44,754,3525,6789,6789,0.11280827969312668,-0.187225341796875,0.2418365627527237,0.22372440993785858,-0.1476745307445526,0.42938998341560364,"{""0"": 6789}"
45,725,3490,6738,6738,0.08870696276426315,0.1767730712890625,0.2509307861328125,0.1807098239660263,0.2587585747241974,0.4561882019042969,"{""0"": 6738}"
46,717,3457,6637,6637,0.0793762281537056,-0.1342925727367401,0.818572998046875,0.2163543850183487,-0.043975796550512314,0.909393310546875,"{""0"": 6637}"
47,18,3416,6553,6553,-0.3411865234375,-0.11866762489080429,0.49536848068237305,-0.2484741061925888,-0.004461809527128935,0.7437744140625,"{""0"": 6553}"
48,488,3403,6510,6510,-0.09207156300544739,0.26171875,0.6243133544921875,0.031396832317113876,0.331878662109375,0.768768310546875,"{""0"": 6510}"
49,393,3374,6450,6450,-0.16093440353870392,-0.310516357421875,0.6554412841796875,-0.04448314383625984,-0.2642212212085724,0.810699462890625,"{""0"": 6450}"
50,709,3321,6404,6404,0.07620999962091446,0.27532958984375,0.308563232421875,0.1376190036535263,0.316986083984375,0.5154094696044922,"{""0"": 6404}"
51,135,3309,6358,6358,-0.274993896484375,0.2190398871898651,0.49352380633354187,-0.1877594292163849,0.3132018744945526,0.6170501708984375,"{""0"": 6358}"
52,11,3272,6350,6350,-0.35772705078125,0.17636103928089142,0.38120266795158386,-0.3245849609375,0.3022155463695526,0.5114917755126953,"{""0"": 6350}"
53,170,3296,6281,6281,-0.25299072265625,-0.06205371022224426,0.34210205078125,-0.1534270942211151,0.04431530088186264,0.4872255325317383,"{""0"": 6281}"
54,684,3247,6231,6231,0.04600910097360611,-0.303802490234375,0.7399444580078125,0.14811711013317108,-0.2409972846508026,0.8109130859375,"{""0"": 6231}"
55,1029,3265,6224,6224,0.26873779296875,0.10395818203687668,0.5457725524902344,0.32928466796875,0.1948242485523224,0.6675872802734375,"{""0"": 6224}"
56,588,3230,6164,6164,-0.027637427672743797,-0.32086181640625,0.5188522338867188,0.10546880215406418,-0.2794189453125,0.6297760009765625,"{""0"": 6164}"
57,672,3196,6148,6148,0.03356548771262169,0.1293029934167862,0.729827880859375,0.10517117381095886,0.288482666015625,0.904449462890625,"{""0"": 6148}"
58,712,3232,6144,6144,0.0774993821978569,0.01545813586562872,0.80096435546875,0.1676635444164276,0.2548218071460724,0.9228515625,"{""0"": 6144}"
59,174,3177,6042,6042,-0.251739501953125,-0.1331634372472763,0.7952880859375,-0.033447254449129105,-0.017038365826010704,0.944122314453125,"{""0"": 6042}"
60,182,3152,5961,5961,-0.2488555610179901,-0.2132568508386612,0.5139274597167969,-0.1821136176586151,-0.11985781043767929,0.7097320556640625,"{""0"": 5961}"
61,405,3072,5902,5902,-0.15721125900745392,-0.297271728515625,0.76654052734375,-0.05014416202902794,-0.2557067573070526,0.87091064453125,"{""0"": 5902}"
62,1016,3091,5891,5891,0.25738525390625,-0.09568019211292267,0.6122894287109375,0.327728271484375,0.0013592750765383244,0.7568359375,"{""0"": 5891}"
63,777,2975,5701,5701,0.1327972114086151,0.16549687087535858,0.6666717529296875,0.2254638522863388,0.2592773735523224,0.795135498046875,"{""0"": 5701}"
64,459,3005,5679,5679,-0.11668391525745392,-0.348388671875,0.6003494262695312,-0.04420465975999832,-0.2867431640625,0.7257080078125,"{""0"": 5679}"
65,96,2947,5633,5633,-0.294586181640625,-0.11495973914861679,0.5889892578125,-0.2122649997472763,0.008097616955637932,0.729156494140625,"{""0"": 5633}"
66,696,2942,5599,5599,0.059009578078985214,-0.2113036811351776,0.7149200439453125,0.25701904296875,-0.13352961838245392,0.854705810546875,"{""0"": 5599}"
67,660,2936,5579,5579,0.023494720458984375,-0.05693432688713074,0.885467529296875,0.1429138034582138,0.06590273976325989,0.931671142578125,"{""0"": 5579}"
68,873,2904,5542,5542,0.17683415114879608,-0.2875365912914276,0.5917510986328125,0.328094482421875,-0.09526056796312332,0.6666412353515625,"{""0"": 5542}"
69,724,2837,5364,5364,0.08720403164625168,-0.306610107421875,0.546875,0.18081669509410858,-0.2324981540441513,0.6566619873046875,"{""0"": 5364}"
70,527,2789,5349,5349,-0.0671081691980362,-0.03207395598292351,0.921142578125,0.0271606408059597,0.0952606350183487,0.95819091796875,"{""0"": 5349}"
71,357,2802,5343,5343,-0.1856384426355362,0.1891784518957138,0.28717041015625,-0.1001129224896431,0.2607421576976776,0.417388916015625,"{""0"": 5343}"
72,913,2794,5328,5328,0.2012634575366974,-0.1250915229320526,0.4412117004394531,0.2646484375,-0.028169600293040276,0.5430755615234375,"{""0"": 5328}"
73,649,2847,5325,5325,0.015996962785720825,-0.2353973239660263,0.809600830078125,0.06831362098455429,-0.1714935153722763,0.90985107421875,"{""0"": 5325}"
74,221,2780,5324,5324,-0.2363433986902237,-0.018014896661043167,0.837158203125,-0.05970001593232155,0.1274413913488388,0.944610595703125,"{""0"": 5324}"
75,872,2780,5312,5312,0.1763305366039276,0.2047882378101349,0.44136810302734375,0.256988525390625,0.3452148735523224,0.5957717895507812,"{""0"": 5312}"
76,1018,2792,5292,5292,0.259246826171875,0.018421219661831856,0.52972412109375,0.35015869140625,0.10278324782848358,0.783203125,"{""0"": 5292}"
77,500,2752,5217,5217,-0.08795925974845886,-0.3070068359375,0.8114013671875,0.0213032029569149,-0.1982726901769638,0.857391357421875,"{""0"": 5217}"
78,922,2704,5181,5181,0.2028655856847763,0.08064274489879608,0.6878509521484375,0.28173828125,0.18840031325817108,0.79986572265625,"{""0"": 5181}"
79,985,2666,5097,5097,0.2326507866382599,-0.13203425705432892,0.6005401611328125,0.31915283203125,-0.05187983810901642,0.715667724609375,"{""0"": 5097}"
80,421,2636,5033,5033,-0.1450958549976349,0.2917785346508026,0.334991455078125,-0.045482657849788666,0.347747802734375,0.5120429992675781,"{""0"": 5033}"
81,563,2588,4973,4973,-0.04007342457771301,0.1381836086511612,0.808380126953125,-0.0003909260267391801,0.303009033203125,0.94329833984375,"{""0"": 4973}"
82,151,2582,4926,4926,-0.261077880859375,-0.1349334716796875,0.756500244140625,-0.09360502660274506,-0.06310274451971054,0.90289306640625,"{""0"": 4926}"
83,614,2575,4910,4910,-0.012644801288843155,0.30828857421875,0.3391571044921875,0.06162640452384949,0.33154296875,0.63250732421875,"{""0"": 4910}"
84,748,2603,4881,4881,0.1083526760339737,0.01706506311893463,0.187896728515625,0.2062835842370987,0.11882782727479935,0.302520751953125,"{""0"": 4881}"
85,2,2535,4864,4864,-0.384124755859375,0.00748250400647521,0.6339569091796875,-0.27008056640625,0.19837947189807892,0.7346038818359375,"{""0"": 4864}"
86,838,2544,4864,4864,0.16233830153942108,-0.2666930854320526,0.5338401794433594,0.24284367263317108,-0.1817931830883026,0.6768646240234375,"{""0"": 4864}"
87,404,2530,4851,4851,-0.15748591721057892,-0.320953369140625,0.64862060546875,-0.04991145804524422,-0.3019409477710724,0.7808837890625,"{""0"": 4851}"
88,468,2528,4842,4842,-0.10707850009202957,-0.337249755859375,0.6168365478515625,-0.04297251999378204,-0.2928466796875,0.755767822265625,"{""0"": 4842}"
89,856,2536,4831,4831,0.17021183669567108,-0.2231902927160263,0.4093170166015625,0.2174682915210724,-0.11193081736564636,0.5545196533203125,"{""0"": 4831}"
90,716,2499,4804,4804,0.07875821739435196,0.2761841118335724,0.42331695556640625,0.1492004096508026,0.316864013671875,0.6175994873046875,"{""0"": 4804}"
91,967,2488,4738,4738,0.2226714938879013,0.12030033767223358,0.5774154663085938,0.2933349609375,0.21290592849254608,0.729339599609375,"{""0"": 4738}"
92,198,2518,4712,4712,-0.2430267184972763,-0.08337405323982239,0.47519779205322266,-0.2252807468175888,-0.022472411394119263,0.6121597290039062,"{""0"": 4712}"
93,988,2461,4665,4665,0.2364349365234375,0.10659030079841614,0.38494873046875,0.315582275390625,0.1788788139820099,0.509368896484375,"{""0"": 4665}"
94,941,2451,4637,4637,0.2108612209558487,0.019472142681479454,0.2434082180261612,0.2821044921875,0.09834292531013489,0.3915863037109375,"{""0"": 4637}"
95,975,2404,4577,4577,0.22529606521129608,-0.1984862983226776,0.5029745101928711,0.34197998046875,-0.026920272037386894,0.5450439453125,"{""0"": 4577}"
96,509,2424,4570,4570,-0.08026885241270065,-0.1285858005285263,0.9061279296875,0.024583816528320312,-0.02243231050670147,0.939727783203125,"{""0"": 4570}"
97,590,2341,4500,4500,-0.027719488367438316,0.11464691162109375,0.158966064453125,0.06204606220126152,0.1649017184972763,0.267669677734375,"{""0"": 4500}"
98,13,2379,4468,4468,-0.347015380859375,0.11335749924182892,0.4781131446361542,-0.311065673828125,0.20356746017932892,0.5714797973632812,"{""0"": 4468}"
99,640,2336,4466,4466,0.006273786537349224,-0.3037109375,0.773193359375,0.05472186580300331,-0.2060241550207138,0.850830078125,"{""0"": 4466}"
100,830,2332,4452,4452,0.1572723388671875,-0.02425571344792843,0.815460205078125,0.250274658203125,0.14527897536754608,0.907470703125,"{""0"": 4452}"
101,78,2309,4385,4385,-0.3050537109375,-0.049922965466976166,0.7024688720703125,-0.2361907958984375,0.02223775163292885,0.7945556640625,"{""0"": 4385}"
102,426,2267,4356,4356,-0.1416930854320526,-0.09649660438299179,0.22509765625,-0.08930965512990952,0.014387103728950024,0.3199310302734375,"{""0"": 4356}"
103,695,2288,4350,4350,0.05543137341737747,-0.10833737999200821,0.88592529296875,0.18914794921875,0.016756098717451096,0.9185791015625,"{""0"": 4350}"
104,738,2310,4337,4337,0.09918976575136185,0.07927705347537994,0.2683258056640625,0.1965637356042862,0.1596832424402237,0.326568603515625,"{""0"": 4337}"
105,445,2250,4309,4309,-0.1322021335363388,-0.061512015759944916,0.124053955078125,-0.09233852475881577,0.03198239207267761,0.2681884765625,"{""0"": 4309}"
106,197,2267,4286,4286,-0.2431182563304901,-0.1734161674976349,0.433258056640625,-0.1927947700023651,-0.09946444630622864,0.580963134765625,"{""0"": 4286}"
107,715,2153,4124,4124,0.07785031199455261,0.1444549858570099,0.76824951171875,0.1558685004711151,0.2376556694507599,0.879119873046875,"{""0"": 4124}"
108,331,2167,4109,4109,-0.1934509426355362,0.2519836127758026,0.3014678955078125,-0.12149812281131744,0.2874450385570526,0.5291862487792969,"{""0"": 4109}"
109,506,2181,4082,4082,-0.08312226086854935,0.1973113864660263,0.2786102294921875,0.0011556666577234864,0.2479095309972763,0.37406158447265625,"{""0"": 4082}"
110,936,2150,4042,4042,0.2091216742992401,0.1916961967945099,0.5704193115234375,0.27081298828125,0.24137882888317108,0.7100982666015625,"{""0"": 4042}"
111,383,2139,4036,4036,-0.16847224533557892,-0.2980041801929474,0.6776885986328125,-0.10771175473928452,-0.2611084282398224,0.800048828125,"{""0"": 4036}"
112,658,2097,3968,3968,0.02120400033891201,-0.1314696967601776,0.879669189453125,0.09441377222537994,-0.06457517296075821,0.965362548828125,"{""0"": 3968}"
113,196,2086,3946,3946,-0.2441253811120987,0.1981506049633026,0.3210601508617401,-0.1733703762292862,0.2639770209789276,0.4659061133861542,"{""0"": 3946}"
114,1086,2037,3877,3877,0.305084228515625,-0.043781232088804245,0.5244979858398438,0.399658203125,0.08216863125562668,0.630218505859375,"{""0"": 3877}"
115,770,2046,3872,3872,0.12886051833629608,-0.2860717475414276,0.6588134765625,0.20240788161754608,-0.24580378830432892,0.789794921875,"{""0"": 3872}"
116,996,2022,3835,3835,0.2449798434972763,0.13616947829723358,0.6728363037109375,0.27496337890625,0.24536137282848358,0.821380615234375,"{""0"": 3835}"
117,945,1990,3788,3788,0.2145386040210724,-0.1930694282054901,0.5105209350585938,0.284820556640625,-0.07927700132131577,0.6279449462890625,"{""0"": 3788}"
118,526,1987,3778,3778,-0.0664520338177681,-0.08659360557794571,0.94927978515625,0.025943759828805923,0.037788402289152145,0.98046875,"{""0"": 3778}"
119,370,1975,3777,3777,-0.1759033203125,0.1414489448070526,0.251953125,-0.12335205078125,0.1951446384191513,0.3414001166820526,"{""0"": 3777}"
120,334,1971,3743,3743,-0.19168086349964142,-0.2778625786304474,0.5502433776855469,-0.15658564865589142,-0.2183990776538849,0.6771240234375,"{""0"": 3743}"
121,585,1923,3659,3659,-0.02796175517141819,0.01346590556204319,0.93524169921875,0.035842880606651306,0.1533813625574112,0.963409423828125,"{""0"": 3659}"
122,1023,1906,3616,3616,0.2659912109375,0.10311894118785858,0.5615081787109375,0.314117431640625,0.17648319900035858,0.7291107177734375,"{""0"": 3616}"
123,465,1901,3586,3586,-0.1137847900390625,0.1384734809398651,0.206298828125,-0.026330944150686264,0.1981963962316513,0.324005126953125,"{""0"": 3586}"
124,935,1907,3562,3562,0.2091674953699112,-0.016454672440886497,0.3141326904296875,0.274993896484375,0.041633639484643936,0.4408226013183594,"{""0"": 3562}"
125,396,1902,3559,3559,-0.1605224311351776,-0.2236175537109375,0.777313232421875,0.02141573652625084,-0.2073364108800888,0.863067626953125,"{""0"": 3559}"
126,353,1866,3555,3555,-0.1865386813879013,-0.011226681061089039,0.259185791015625,-0.12387846410274506,0.07849881798028946,0.4105377197265625,"{""0"": 3555}"
127,195,1872,3552,3552,-0.2435760200023651,-0.16290287673473358,0.303863525390625,-0.17207331955432892,-0.08353427052497864,0.4635028839111328,"{""0"": 3552}"
128,609,1856,3523,3523,-0.013495391234755516,-0.3641357421875,0.6529998779296875,0.03835300728678703,-0.29718017578125,0.780853271484375,"{""0"": 3523}"
129,141,1861,3504,3504,-0.26953125,0.2332000434398651,0.4303435981273651,-0.1906585842370987,0.2778930366039276,0.5323486328125,"{""0"": 3504}"
130,414,1833,3497,3497,-0.1522826999425888,0.06844327598810196,0.217620849609375,-0.0829162523150444,0.1263732612133026,0.305450439453125,"{""0"": 3497}"
131,50,1830,3460,3460,-0.318634033203125,-0.03684236854314804,0.647003173828125,-0.2449188083410263,0.06547542661428452,0.745513916015625,"{""0"": 3460}"
132,73,1825,3454,3454,-0.30657958984375,0.11990353465080261,0.5694961547851562,-0.278076171875,0.19821162521839142,0.6809844970703125,"{""0"": 3454}"
133,179,1814,3430,3430,-0.2496185153722763,-0.12067415565252304,0.4578285217285156,-0.2336120456457138,-0.07063295692205429,0.6640625,"{""0"": 3430}"
134,75,1829,3419,3419,-0.307647705078125,0.16557307541370392,0.4767865836620331,-0.266937255859375,0.2344665229320526,0.5912322998046875,"{""0"": 3419}"
135,857,1785,3401,3401,0.1699218899011612,-0.08419032394886017,0.803680419921875,0.2472076416015625,-0.025228453800082207,0.874603271484375,"{""0"": 3401}"
136,1091,1782,3394,3394,0.311859130859375,0.07837680727243423,0.34271240234375,0.33587646484375,0.14442448318004608,0.4620952606201172,"{""0"": 3394}"
137,512,1777,3368,3368,-0.0782470554113388,-0.1714019626379013,0.88714599609375,0.03369523584842682,-0.1438751071691513,0.91802978515625,"{""0"": 3368}"
138,154,1762,3360,3360,-0.259490966796875,-0.06581118702888489,0.4696235656738281,-0.2166289985179901,0.009567229077219963,0.5513954162597656,"{""0"": 3360}"
139,427,1766,3352,3352,-0.1426086723804474,0.219024658203125,0.681121826171875,-0.08208468556404114,0.2999267578125,0.796600341796875,"{""0"": 3352}"
140,1108,1779,3351,3351,0.335845947265625,0.04447560012340546,0.41948699951171875,0.376739501953125,0.18655399978160858,0.5249481201171875,"{""0"": 3351}"
141,544,1772,3341,3341,-0.054561641067266464,0.299591064453125,0.3581085205078125,-0.001786018954589963,0.3221435546875,0.4850916862487793,"{""0"": 3341}"
142,832,1757,3340,3340,0.1583709418773651,0.2471161186695099,0.6144866943359375,0.2076415717601776,0.3120422661304474,0.7133941650390625,"{""0"": 3340}"
143,168,1756,3322,3322,-0.254638671875,-0.148834228515625,0.74005126953125,-0.1650848239660263,-0.11432649940252304,0.84112548828125,"{""0"": 3322}"
144,290,1732,3314,3314,-0.2088164985179901,-0.08450321108102798,0.20513916015625,-0.1367339789867401,-0.06320193409919739,0.3449554443359375,"{""0"": 3314}"
145,933,1761,3312,3312,0.20944218337535858,-0.24275203049182892,0.5921401977539062,0.302337646484375,-0.12262721359729767,0.6790924072265625,"{""0"": 3312}"
146,558,1729,3274,3274,-0.04668811336159706,0.255340576171875,0.6917724609375,0.03566357120871544,0.299072265625,0.7811279296875,"{""0"": 3274}"
147,854,1729,3272,3272,0.168121337890625,0.1870422661304474,0.375946044921875,0.2420806735754013,0.2473450005054474,0.493009090423584,"{""0"": 3272}"
148,1090,1726,3260,3260,0.31103515625,0.04874424263834953,0.41553497314453125,0.33551025390625,0.13201908767223358,0.5328559875488281,"{""0"": 3260}"
149,204,1723,3257,3257,-0.2418823093175888,-0.04896166920661926,0.3318328857421875,-0.2198180854320526,0.0007998558576218784,0.48360538482666016,"{""0"": 3257}"
150,853,1733,3235,3235,0.1677704006433487,0.05570222809910774,0.277862548828125,0.258331298828125,0.1402588188648224,0.38153839111328125,"{""0"": 3235}"
151,68,1720,3225,3225,-0.308502197265625,0.18096919357776642,0.41565701365470886,-0.2406463772058487,0.2455291450023651,0.5216217041015625,"{""0"": 3225}"
152,129,1691,3207,3207,-0.277679443359375,0.1670684516429901,0.3306274116039276,-0.1962127685546875,0.2226867377758026,0.4289970099925995,"{""0"": 3207}"
153,965,1691,3196,3196,0.2234039455652237,-0.0022709083277732134,0.3994598388671875,0.285919189453125,0.03682330623269081,0.495485782623291,"{""0"": 3196}"
154,5,1656,3167,3167,-0.382965087890625,0.023834191262722015,0.5331344604492188,-0.306121826171875,0.08987421542406082,0.5965805053710938,"{""0"": 3167}"
155,706,1702,3160,3160,0.07176972180604935,0.132781982421875,0.25341796875,0.130462646484375,0.2006683498620987,0.3394012451171875,"{""0"": 3160}"
156,286,1702,3154,3154,-0.2098540961742401,-0.12339785695075989,0.2497100830078125,-0.15003962814807892,-0.08084872364997864,0.4413108825683594,"{""0"": 3154}"
157,837,1664,3150,3150,0.1612548530101776,0.2473144829273224,0.67138671875,0.1926269233226776,0.3078613579273224,0.807281494140625,"{""0"": 3150}"
158,790,1679,3139,3139,0.1407928317785263,0.2467804253101349,0.4416923522949219,0.2086944431066513,0.2783508598804474,0.6040878295898438,"{""0"": 3139}"
159,690,1666,3129,3129,0.051342032849788666,-0.1937408149242401,0.83599853515625,0.1223449856042862,-0.12172696739435196,0.8956298828125,"{""0"": 3129}"
160,956,1641,3116,3116,0.2165679782629013,0.1992492973804474,0.38250732421875,0.265472412109375,0.2402038872241974,0.5775604248046875,"{""0"": 3116}"
161,158,1631,3094,3094,-0.257171630859375,-0.1764068752527237,0.6185455322265625,-0.2204437106847763,-0.10510256141424179,0.730682373046875,"{""0"": 3094}"
162,409,1619,3091,3091,-0.1551513671875,0.10911557823419571,0.208038330078125,-0.0796203538775444,0.1729125678539276,0.3087005615234375,"{""0"": 3091}"
163,978,1621,3054,3054,0.2269745022058487,-0.08786007761955261,0.5059013366699219,0.28973388671875,-0.024240456521511078,0.5621337890625,"{""0"": 3054}"
164,21,1614,3014,3014,-0.340057373046875,0.08145900815725327,0.5458869934082031,-0.29119873046875,0.16827388107776642,0.624664306640625,"{""0"": 3014}"
165,275,1581,3007,3007,-0.2146911472082138,0.005784957204014063,0.3077239990234375,-0.1696319431066513,0.057365383952856064,0.412353515625,"{""0"": 3007}"
166,846,1585,3006,3006,0.16233830153942108,-0.2381133884191513,0.4591121971607208,0.21278385818004608,-0.1780395209789276,0.5690765380859375,"{""0"": 3006}"
167,677,1594,3005,3005,0.035854317247867584,0.27850341796875,0.4364662170410156,0.10269162058830261,0.3214111328125,0.60150146484375,"{""0"": 3005}"
168,580,1610,2998,2998,-0.03263091668486595,0.1351928561925888,0.18511962890625,0.05530930310487747,0.1875762790441513,0.296234130859375,"{""0"": 2998}"
169,908,1584,2989,2989,0.1990814357995987,0.028812428936362267,0.20550537109375,0.2379913479089737,0.06122209504246712,0.3112335205078125,"{""0"": 2989}"
170,67,1589,2964,2964,-0.307952880859375,0.09383387863636017,0.304595947265625,-0.255523681640625,0.12328334897756577,0.45079803466796875,"{""0"": 2964}"
171,910,1576,2944,2944,0.20021061599254608,-0.2038726508617401,0.40991973876953125,0.22744755446910858,-0.1475066840648651,0.538970947265625,"{""0"": 2944}"
172,90,1563,2927,2927,-0.298187255859375,-0.2200622707605362,0.64263916015625,-0.2171935737133026,-0.14204411208629608,0.715301513671875,"{""0"": 2927}"
173,514,1537,2925,2925,-0.07620242238044739,0.310028076171875,0.42444610595703125,-0.0017304685898125172,0.332427978515625,0.562744140625,"{""0"": 2925}"
174,674,1542,2903,2903,0.03415680304169655,0.151397705078125,0.2580718994140625,0.0826873704791069,0.19842529296875,0.330810546875,"{""0"": 2903}"
175,540,1534,2901,2901,-0.05759047344326973,-0.1921386569738388,0.885650634765625,0.031465549021959305,-0.1277313083410263,0.943603515625,"{""0"": 2901}"
176,1106,1550,2893,2893,0.326416015625,0.04598240554332733,0.41948699951171875,0.372772216796875,0.18655399978160858,0.5255088806152344,"{""0"": 2893}"
177,339,1546,2889,2889,-0.1907500922679901,-0.2781372368335724,0.6742401123046875,-0.10710903257131577,-0.2098236232995987,0.78179931640625,"{""0"": 2889}"
178,900,1539,2884,2884,0.1951751559972763,0.14761357009410858,0.6563262939453125,0.2478027194738388,0.2278595268726349,0.79339599609375,"{""0"": 2884}"
179,319,1535,2878,2878,-0.198516845703125,0.15263362228870392,0.238525390625,-0.159881591796875,0.19953913986682892,0.3402099311351776,"{""0"": 2878}"
180,1116,1509,2862,2862,0.356292724609375,0.0350533090531826,0.5324745178222656,0.385650634765625,0.10971836745738983,0.636932373046875,"{""0"": 2862}"
181,940,1518,2859,2859,0.2111053764820099,-0.1562957465648651,0.5266151428222656,0.2419586479663849,-0.07933804392814636,0.5900344848632812,"{""0"": 2859}"
182,467,1485,2833,2833,-0.11177065968513489,0.1844940185546875,0.767822265625,-0.06447604298591614,0.261962890625,0.858856201171875,"{""0"": 2833}"
183,218,1492,2832,2832,-0.23614497482776642,-0.3098450005054474,0.60205078125,-0.14581294357776642,-0.2209015190601349,0.6546630859375,"{""0"": 2832}"
184,891,1504,2826,2826,0.1865539848804474,-0.16882319748401642,0.706146240234375,0.2677001953125,-0.08741755783557892,0.805633544921875,"{""0"": 2826}"
185,831,1506,2795,2795,0.1574096828699112,-0.051841720938682556,0.294219970703125,0.2014313042163849,0.024047864601016045,0.37673187255859375,"{""0"": 2795}"
186,758,1464,2745,2745,0.11372380703687668,-0.2803649604320526,0.40615084767341614,0.18350224196910858,-0.2310638129711151,0.5262680053710938,"{""0"": 2745}"
187,530,1462,2743,2743,-0.062469519674777985,0.2998046875,0.651824951171875,-0.005990547128021717,0.3802490234375,0.76544189453125,"{""0"": 2743}"
188,907,1454,2741,2741,0.1970672607421875,0.10884096473455429,0.29888916015625,0.262420654296875,0.1652374565601349,0.39774322509765625,"{""0"": 2741}"
189,739,1447,2739,2739,0.09950260818004608,-0.3127441108226776,0.6849822998046875,0.16925053298473358,-0.29168701171875,0.785400390625,"{""0"": 2739}"
190,343,1476,2723,2723,-0.1904144287109375,0.09206387400627136,0.2500152587890625,-0.1434783786535263,0.1598815619945526,0.3276519775390625,"{""0"": 2723}"
191,349,1440,2714,2714,-0.1871032863855362,0.2473754733800888,0.30108642578125,-0.1209564357995987,0.2874450385570526,0.434047669172287,"{""0"": 2714}"
192,787,1435,2713,2713,0.1394195854663849,-0.03479384630918503,0.215728759765625,0.2017212063074112,0.020614640787243843,0.3013763427734375,"{""0"": 2713}"
193,550,1426,2695,2695,-0.05010981485247612,-0.36737060546875,0.625091552734375,-0.02058977261185646,-0.315093994140625,0.731597900390625,"{""0"": 2695}"
