rank,island_id,faces,summed_uv_area,min_u,min_v,max_u,max_v
483,598,925,0.00023543834686279297,0.720703125,0.94921875,0.746337890625,0.96923828125
484,508,924,0.00018018484115600586,0.44482421875,0.893310546875,0.462646484375,0.927734375
485,511,920,0.0001386404037475586,0.65234375,0.963623046875,0.666259765625,0.986572265625
486,604,915,0.0002625882625579834,0.0234375,0.88134765625,0.03857421875,0.904052734375
487,751,915,0.00018513202667236328,0.80615234375,0.9130859375,0.814453125,0.945556640625
488,420,912,0.00023815035820007324,0.9755859375,0.099609375,0.993896484375,0.119873046875
489,513,907,9.688735008239746e-05,0.017578125,0.02978515625,0.029296875,0.052490234375
490,1061,907,0.00031110644340515137,0.0634765625,0.08447265625,0.08203125,0.117919921875
491,95,902,0.00010547041893005371,0.039794921875,0.094970703125,0.046630859375,0.121826171875
492,871,901,0.00032719969749450684,0.909912109375,0.8974609375,0.9345703125,0.927490234375
493,389,900,0.0002468228340148926,0.25341796875,0.961669921875,0.279541015625,0.977294921875
494,969,888,0.001192718744277954,0.4599609375,0.113037109375,0.5107421875,0.166748046875
495,228,883,0.000299304723739624,0.607666015625,0.9228515625,0.6396484375,0.94580078125
496,152,881,5.182623863220215e-05,0.00927734375,0.952392578125,0.01318359375,0.970458984375
497,1057,880,0.00030487775802612305,0.037841796875,0.677978515625,0.057861328125,0.703369140625
498,433,878,0.00016254186630249023,0.063232421875,0.9140625,0.072021484375,0.943603515625
499,115,876,7.867813110351562e-05,0.846435546875,0.984130859375,0.870849609375,0.988525390625
500,303,866,0.00018030405044555664,0.021728515625,0.7919921875,0.04150390625,0.807373046875
501,548,865,0.0006115436553955078,0.29345703125,0.73486328125,0.31689453125,0.796142578125
502,728,865,0.00023978948593139648,0.290283203125,0.787841796875,0.31396484375,0.84912109375
503,1019,865,0.0003059506416320801,0.150634765625,0.57470703125,0.179931640625,0.61328125
504,366,862,0.00012561678886413574,0.0205078125,0.4833984375,0.03857421875,0.50439453125
505,578,856,0.000102996826171875,0.00439453125,0.649658203125,0.01904296875,0.662841796875
506,666,849,6.633996963500977e-05,0.501708984375,0.017822265625,0.507568359375,0.037109375
507,659,845,0.0001741945743560791,0.223388671875,0.97802734375,0.24462890625,0.994384765625
508,963,845,0.00021034479141235352,0.104248046875,0.015380859375,0.126708984375,0.032470703125
509,45,844,0.0003853738307952881,0.688720703125,0.91796875,0.715087890625,0.94775390625
510,990,843,0.00013783574104309082,0.04296875,0.3837890625,0.06884765625,0.3935546875
